landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z,timestamp
-0.6780201576863497,0.326076732787736,-0.4862279173688431,-0.7213221451817357,0.35279088207495457,-0.4867176459199864,-0.723151831963301,0.35422021911591994,-0.48975813305329596,-0.7248597517766341,0.352324420954644,-0.49218716995043577,-0.740391262370087,0.349962425023658,-0.4692530556615813,-0.7397031781841715,0.34923886520945324,-0.4671437645882011,-0.7392683977311552,0.3477478940179832,-0.46496627553479936,-0.7886642921836674,0.32273179124110213,-0.46417307906716937,-0.8747601075809042,0.30048784838878967,-0.394884905520141,-0.6787371127561578,0.3151775469807292,-0.4780971842662853,-0.704003655115085,0.3232920539158778,-0.45771194216142735,-0.6506312610972866,0.25132869062604857,-0.46808020057718297,-0.7821367529547113,0.29315004482405604,-0.3246140752994065,-0.46061030173604445,0.3416285675217822,-0.3545127081273801,-0.5902248632775391,0.3412213163117773,-0.18076168944977214,-0.2712727794757265,0.40078469042265635,-0.24624117777892005,-0.39286699822787824,0.2871846732493761,-0.10187107884380334,-0.25976569336371413,0.3505589688732657,-0.2031382203766535,-0.4086176727580319,0.2760009841847506,-0.06246581627957972,-0.2692463357980819,0.383554221421045,-0.20084336543879772,-0.40813935257046996,0.27802027574871124,-0.07037651623936032,-0.2632112307932104,0.3786041340014502,-0.21686199222546051,-0.38386476676117753,0.29338161770279425,-0.10028580904768794,-0.11481092985629633,0.4567921594713527,-0.4898805656036054,-0.2455465069702012,0.45268459817469653,-0.3973678411350402,0.12099529852468205,0.5796451594398486,-0.604532359380815,0.008095576854464869,0.5646356576158171,-0.5368138369821248,0.4582250685459644,0.6863502858594039,-0.7179337262478135,0.3477184193251677,0.7114211669453551,-0.6746937974497593,0.48947291089548833,0.7028771442230404,-0.743320364093062,0.40408645263832765,0.717513821018961,-0.6362880046232721,0.4499847572544098,0.7661581484923579,-0.700529165305399,0.3119885608603697,0.7736180897938051,-0.6050360631600767,0.0
-0.5116424568513368,0.32327296349581436,-0.610513073518517,-0.5498789853378722,0.33873244653801243,-0.6213954124767728,-0.5501487368805233,0.33871568522164364,-0.623434796193394,-0.5508528622261043,0.33623463732581255,-0.6272583422587574,-0.582372588393859,0.33848064010378187,-0.6063857870248501,-0.5824016851919214,0.3380539761136501,-0.6040972160908648,-0.5825138812003746,0.3371210735084257,-0.6019898202654203,-0.6157058659260877,0.3091210128872853,-0.6158802199328377,-0.7566333557021248,0.29790274358729785,-0.5521603745207174,-0.5146883899207113,0.31361722045619117,-0.6002121138072553,-0.5572970725527786,0.32139627566949225,-0.5799096202279018,-0.5706144849794312,0.2519833788486177,-0.5758127190519905,-0.7870241214754616,0.29379716803176414,-0.4361809672406243,-0.3266608883027915,0.353350202258754,-0.4402256794324394,-0.6113620230547633,0.3403875370735816,-0.23595537050020243,-0.19952961826792776,0.4195254029486747,-0.3382310785727744,-0.3889839696338765,0.3272585442061907,-0.20936709860379354,-0.18885878782783358,0.42602636643241687,-0.30915731171334987,-0.40153895446954624,0.3206368504278827,-0.17577400435656948,-0.2056190980647995,0.42197772530827765,-0.3002667577691768,-0.4036957364680387,0.31801361219106133,-0.15425760557483517,-0.19976953291216953,0.41459988469527076,-0.31429330919571347,-0.3834097505090279,0.3292096004573962,-0.18234688697753212,-0.07808698288917566,0.4526582975404388,-0.499753635584434,-0.21248928041263337,0.4537209348499825,-0.40490598167322184,0.2441187120324367,0.580606052691073,-0.6169595539150871,0.09114082025360142,0.5757163334358683,-0.560298244656866,0.623946114998622,0.6897759756695928,-0.7295959029412105,0.5115447940446058,0.7150424415606856,-0.6323085623704715,0.6578414644104743,0.7041599722970996,-0.6989839025906105,0.5325228347141924,0.7205432542918444,-0.6668858798305406,0.6123159661839676,0.7674640126956246,-0.7280808626021089,0.4964158435137248,0.7745225764351213,-0.6653993594462241,0.0
-0.7386791713373648,0.3205687923087024,-0.6533503758233699,-0.7666686393985864,0.3259348150379378,-0.663253286475562,-0.7682653786315092,0.32463871485880114,-0.6654759479029889,-0.7690943420306585,0.32165210657097065,-0.6664069374641641,-0.8053291478387659,0.32796031864395536,-0.6451123093608191,-0.8046678963719863,0.3277970354091331,-0.642566555591822,-0.8043710559405126,0.3273595028625237,-0.6402277254470428,-0.7766120087604569,0.29682576717247866,-0.650694391244991,-0.9542397997746168,0.29541660473039133,-0.5855591430668057,-0.7183207951949554,0.3121007132147316,-0.6411838722290341,-0.7691315409801015,0.31954029792496014,-0.6215862517005374,-0.5047247328486059,0.25263315430337857,-0.6312695596614605,-0.779079004007447,0.2943460985560081,-0.4626767753330322,-0.2621779440296227,0.36122650847866355,-0.4918720840818008,-0.5875229484435959,0.3396691276471898,-0.28826151354235846,-0.16148087653340337,0.4326547487126935,-0.39710607929937275,-0.3528907195598746,0.3577717401159336,-0.272035835322425,-0.15095493800796433,0.4743319952705,-0.3763068391877431,-0.36548482005854666,0.35474012056799864,-0.2425710920437373,-0.17205754149992566,0.44897474159899037,-0.36371807969980335,-0.3671385760716721,0.348725828453545,-0.2135281250087086,-0.16598486192191286,0.4401221653114193,-0.3760061730668164,-0.35022686394687264,0.35649155950284855,-0.23944487510463874,-0.05541213645270946,0.44841491881460643,-0.5067078594114849,-0.19942571677764606,0.4541865405082624,-0.4077785009503433,0.31423204204256006,0.5814967869253089,-0.6290232001521716,0.13512001964264886,0.5854306973372971,-0.577275815009339,0.7194643064322085,0.6930301181480927,-0.7194305720790188,0.5883201832767009,0.7183172044342153,-0.6257547035839014,0.7555551313617614,0.7056795150533489,-0.7140754111647917,0.6056317902565739,0.7233518229655846,-0.6632669885303539,0.706361718759426,0.7689210511000159,-0.7297519443558497,0.5793775757540949,0.7754115453269439,-0.6773306468022569,0.0
-0.4765986281748883,0.3179616968306575,-0.6652915440028819,-0.5212766753328905,0.3143486462474831,-0.67135477780686,-0.5215663680952564,0.3119330737918091,-0.6739264571806844,-0.5226571331043657,0.30851724438604883,-0.6735231455270583,-0.5521019000336189,0.31836460824472906,-0.6514846493958806,-0.5517213835147499,0.31843243176512126,-0.6487664325076348,-0.5515538390305641,0.3184300912516253,-0.6462329054038795,-0.6045563381112395,0.28579409485643165,-0.6493312119056664,-0.7520810119704625,0.2930268557519996,-0.5833731275397331,-0.4870019373627473,0.31062658225383755,-0.6520760911437009,-0.5279755541327095,0.3177229933490177,-0.6328492317652897,-0.4657828930573645,0.25327724119710415,-0.6455894700438236,-0.7558455928714091,0.2947987958985893,-0.46691077935635106,-0.25155598730871104,0.3656555245949766,-0.5155182024817109,-0.5449119317624872,0.3390672299754442,-0.3267649283172926,-0.15016225234358066,0.440692356527589,-0.4282295138857271,-0.3050563819557825,0.37963910761913144,-0.2993844958120639,-0.1392639900472684,0.49953105549318166,-0.41093192920247473,-0.31902303506336976,0.3793225111653933,-0.2726245771461168,-0.16234674050407968,0.46573072926905346,-0.39699480691862593,-0.31898976250080113,0.3710331340928812,-0.2518849640612231,-0.1557421879734956,0.4562443111781947,-0.407875244188387,-0.3045289999448039,0.376042163469658,-0.2754717432420991,-0.04394216980278529,0.4440694180288568,-0.5110687731273074,-0.20133566659537014,0.45410577793234486,-0.40715867161628577,0.34224076940277076,0.5823125978691791,-0.6400626326977956,0.1486082290273673,0.593831474314629,-0.5884586194809145,0.7592459482449223,0.6961148729505942,-0.7053775064719067,0.6022541505512043,0.7212588303136767,-0.6449674999995136,0.7971167325208098,0.70741234168975,-0.7344680433906908,0.6350259067811536,0.7259476150276778,-0.6454199619193041,0.7463785442267198,0.7705159493383814,-0.7239670667484961,0.5905099068747234,0.7762850850232147,-0.6646055418047783,0.0
-0.4007192603782465,0.315449154665937,-0.680750934952782,-0.4454549838130811,0.30392459883940154,-0.6864459214618703,-0.44622250885602055,0.30054252778508544,-0.688828410463008,-0.4469157527308272,0.29677046646697836,-0.6922623880122734,-0.4810241316854286,0.30965665650665447,-0.6703901460819711,-0.4809567594178432,0.30992455385083423,-0.6676239045199227,-0.4809406945908987,0.3102997478470797,-0.6651008318702213,-0.5546359369150192,0.275974036698895,-0.6681263220320511,-0.6985773106588816,0.29073092058605177,-0.6059749955598797,-0.416538184168436,0.30919338457099577,-0.6677735573577749,-0.46205651152140914,0.31594323460840135,-0.6476673880807876,-0.4666098539582607,0.253914863736567,-0.6299111978373104,-0.7243038765899935,0.2951572195613086,-0.48977564169329313,-0.2791895365322295,0.36703528902115895,-0.517230315038416,-0.5097332653298877,0.3385829860011881,-0.34055042456605705,-0.1586094437698871,0.44415785520623774,-0.4369647162588494,-0.2659500907715102,0.39377549335631123,-0.3009202868850769,-0.14699579008890776,0.5056787472061288,-0.41937770816018655,-0.28072136502235223,0.3953957387803613,-0.27570195746874177,-0.1702717694778812,0.4734311472943373,-0.40589441511359337,-0.27977118687485675,0.3858117386657888,-0.27302501225262127,-0.16292648121797296,0.46403965762389543,-0.415775182910043,-0.266529051372914,0.3886760809883311,-0.2943194612030045,-0.040832862195290684,0.4396291899181923,-0.5131619127744511,-0.21319898039593668,0.45350300990503917,-0.4042197663209304,0.33905037496078727,0.5830487212493077,-0.6494171861576867,0.14018050241351704,0.6009713893623914,-0.5945587295129621,0.757757345834962,0.6990323997327903,-0.7053764789305412,0.5775562593978675,0.7238806939468047,-0.679882230526774,0.7970290886590804,0.7093350214042667,-0.7256906356866691,0.6323177718036133,0.7283387184656216,-0.6333334311939829,0.7466229718317838,0.7722353930435724,-0.7291508859619229,0.5594489861688537,0.7771432840778753,-0.6509996610303913,0.0
-0.5500045317961261,0.313028643418798,-0.6695934542737947,-0.5839137068157887,0.2946133314864455,-0.6760028528345886,-0.5855745145585368,0.2904108426030466,-0.6782127639381823,-0.5860311035027745,0.28635218850968974,-0.685341012902371,-0.6271747504892191,0.30179961103028224,-0.6620573872732057,-0.6268719890589313,0.30223779033549103,-0.6589156623705381,-0.6265890309254114,0.30293538182023483,-0.6560972062206764,-0.6573325534392949,0.26731363345961806,-0.6658954466019282,-0.817859780952926,0.28852622316647714,-0.6020604197038382,-0.5476892649653419,0.307799677163693,-0.6584456784555355,-0.602043915343284,0.31419989436984735,-0.6354552781963531,-0.5200265039038483,0.2545452461285398,-0.5953734906801516,-0.7291770284934623,0.29542332904596713,-0.4844975551385381,-0.3294731100923512,0.3657638401706766,-0.5030747021581627,-0.5081912414642475,0.3382175376672636,-0.3187028120297043,-0.17985814888374993,0.4435708735615158,-0.42867502034575145,-0.2560409799569675,0.4010957439679994,-0.2861504153538301,-0.16736018427604443,0.49683027051500794,-0.40798930246351994,-0.2691475754738306,0.4039715199731974,-0.2615707308166456,-0.18961770282194956,0.4732614546507123,-0.3962143799726538,-0.2700047403132696,0.3939378517289868,-0.28064515910314564,-0.18142271180640002,0.46458153997682033,-0.4055806495814018,-0.2564399111012948,0.3952079806893747,-0.29987999880044636,-0.043239992886113215,0.4351016292176141,-0.5133128143954655,-0.22999550870947652,0.4524025992091539,-0.40013505771415836,0.31556633956432817,0.5837003927923174,-0.6564261951375716,0.1184118938068582,0.6069031674751096,-0.5962882165468523,0.729464804600526,0.701784858150372,-0.7373672622655898,0.5384360733464418,0.7261961700813314,-0.7204341740751469,0.7697950205480338,0.7114241233948607,-0.7318947558441957,0.6091199728396345,0.730533221266912,-0.6469960275509825,0.7213515308205535,0.7740660678484385,-0.763728058178005,0.5158309629297289,0.7779862310448677,-0.6602886210556991,0.0
-0.7253789651379192,0.3106976406934977,-0.6016162967275405,-0.7561486633605724,0.28636550286136814,-0.6063452795357205,-0.7567858862772642,0.28148178401011037,-0.609026547200626,-0.7579827991900816,0.2772028262101143,-0.6141725348609033,-0.7945531164945384,0.2947566194161638,-0.5856938504026376,-0.7933769786253667,0.2953365298883116,-0.5814870706246157,-0.7922860204664253,0.29630390234243975,-0.577624461478147,-0.7809888323112967,0.2597609258983513,-0.5974886970586876,-0.9441293486845515,0.2864101874272047,-0.5174463795433161,-0.7092255998620757,0.306444017029416,-0.5938411268388244,-0.7590608571579727,0.31249184530009183,-0.565814565869972,-0.6274060861342311,0.2551676125797953,-0.5531150962105776,-0.80488205562183,0.2955990838543658,-0.4049150157761966,-0.386801226381249,0.36223921645699525,-0.4791176442471977,-0.5551071726146047,0.33797202691651396,-0.25833533647721296,-0.2069440657565966,0.4394510404062997,-0.4087237600734453,-0.2870140441686796,0.402514706094723,-0.2645820880306901,-0.19356701875184038,0.47704082552548593,-0.3831118385151166,-0.2949626489402862,0.4060615713041964,-0.23999839499486206,-0.21416961493690428,0.4664071103140485,-0.3737521771837561,-0.30134600096165615,0.3962876828391941,-0.27844229413303884,-0.205115849889832,0.45894329356526786,-0.383166304552081,-0.28596049203026125,0.3964525312032955,-0.296045325847516,-0.0483193411311404,0.43049413066212444,-0.5118470140328997,-0.24670510206612076,0.4508289086274982,-0.3960778184458508,0.282694144061112,0.5842628482248327,-0.6604289942431778,0.09187745721315095,0.6116795336473105,-0.594359152023955,0.6888346299398126,0.7043744078590319,-0.8092062198692865,0.5057622467865355,0.7282186334649919,-0.7565586095540976,0.7299173489591302,0.7136562168594954,-0.7971268001083937,0.5770450974048988,0.7325392114190464,-0.6971697749171537,0.6848207504389635,0.775994659385831,-0.8361738689499209,0.48471448296759423,0.7788140144781345,-0.7066449636993951,0.0
-0.8698166472615696,0.30845362409429355,-0.510895265014231,-0.9022205986349576,0.2791317716369218,-0.5124370976400189,-0.9025583554624461,0.27369911777069333,-0.5158922137178439,-0.9046002407066555,0.26926279526418245,-0.5158982088576556,-0.9317763574159992,0.2884908292648498,-0.48108132231689077,-0.9296991677531458,0.28918516117851484,-0.47560855608018754,-0.9277908975752424,0.2903722185850426,-0.4704617276183952,-0.8974936180474312,0.25326395477484454,-0.49941364584754394,-1.0481531503538093,0.28438023730216394,-0.3981120776742632,-0.846927121994971,0.3051249611656519,-0.5067410134019705,-0.8873755846500095,0.31081796006587126,-0.4736496098035941,-0.7443312634397123,0.2557811872971063,-0.5142747620668195,-0.9068681150465004,0.29568644348830597,-0.2949822024361355,-0.43556840379109596,0.35685945629358085,-0.45142542171176714,-0.6197704517523477,0.3378475956917815,-0.1886749877892688,-0.23290289245985435,0.4323179845534658,-0.38247426936894274,-0.335417720889633,0.39894722637700875,-0.24572251172802323,-0.21882613965945752,0.4503656123432293,-0.3510904427176181,-0.33720043588077886,0.4026776093336532,-0.2207524478084248,-0.23771258022336475,0.4540535732602166,-0.3443052824348485,-0.3499852950703747,0.39373744155312995,-0.27011330686254337,-0.227890865619324,0.4481982537175371,-0.3544068081716983,-0.332733787181018,0.3932244011606003,-0.28670741215730466,-0.053226686186259795,0.4258140889867245,-0.5090900477293036,-0.2583076109960002,0.44880630094288065,-0.393221321165889,0.25133926929885736,0.5847313232734755,-0.6607649180802321,0.0691522466381556,0.61535321287352,-0.5894836073856408,0.6503331272510201,0.7068032085144614,-0.8884160774601331,0.4870397975471843,0.7299614588455187,-0.7781908158730912,0.6918988946638306,0.7160078709961332,-0.8863897471658925,0.5477057330150882,0.7343647769095213,-0.7577102681403821,0.6512871599329491,0.7780078532885993,-0.9151661213160647,0.47284817816070224,0.779626722931617,-0.7658289317485342,0.0
-0.9509389434735392,0.3062940712254427,-0.44757581381872463,-0.983755476364885,0.27286279648585965,-0.4464032503382479,-0.9867593964561233,0.26700660964921313,-0.450351072925613,-0.9887764744785459,0.26247251136782557,-0.4465912249389715,-1.0111115921174822,0.28296538817689165,-0.4081451672159822,-1.0087460396277328,0.28374807287532045,-0.40190681109351,-1.006581630092964,0.2851072397193923,-0.3959823088553971,-0.987451256126453,0.2477707608488478,-0.428592230664168,-1.1177910218102778,0.28243379672528407,-0.3150772724486895,-0.9264173590499857,0.30384106656988735,-0.4456845586624233,-0.9636582300466658,0.3091771113339219,-0.4101904424351589,-0.814937053498146,0.25638519448724534,-0.4899912358871078,-0.9708424013467253,0.29568736744958857,-0.22118221463466084,-0.46016916071406505,0.3500225980938993,-0.4260643149581179,-0.6600874919794533,0.3378453859359095,-0.14697719187448388,-0.2507703270649507,0.4226913348158905,-0.35528988215925583,-0.3690163083094299,0.3913081514553834,-0.23907889325819587,-0.236347393142058,0.42085983107390496,-0.3182702414736661,-0.3669880037385137,0.39483135062186236,-0.21360038706236742,-0.2540316730819505,0.43738630246508703,-0.3136711714138798,-0.3832466359159695,0.387163337427513,-0.259355086811902,-0.24363272914593131,0.4334197557619265,-0.3251768207898714,-0.36588880960499287,0.3863382591917957,-0.27575822754290386,-0.05511780730735896,0.4210688989264168,-0.5053674515272264,-0.25978288602924593,0.4463591389381105,-0.39273883852415403,0.23240719612528282,0.5851010536648705,-0.6567733012544619,0.05881131608763229,0.6179769301482648,-0.5823736540732797,0.6284266019323475,0.7090734197723528,-0.9324361513381983,0.4864328343172814,0.7314380209706463,-0.7752660719415929,0.6702424784335956,0.7184556550027369,-0.9449257213136989,0.5327144671858841,0.7360180057258341,-0.7932464947988137,0.635007288548445,0.7800923351895949,-0.9594332476861352,0.4824031769043077,0.7804244449592572,-0.8039976932322621,0.0
-0.8929067687258041,0.30421645969120237,-0.46180339782588065,-0.9280752082619882,0.2675092360809342,-0.4603686808211723,-0.932381224791732,0.2613480254100867,-0.46394443425971055,-0.9338093418363351,0.2567723902169742,-0.4623247731511949,-0.9548081363948735,0.27814344375284017,-0.4268107492999289,-0.9528277181838167,0.2789896536479477,-0.42100852802083943,-0.9510390578509021,0.28047587491683706,-0.41555950940312936,-0.9627818959873323,0.2432293848801111,-0.44194638920423107,-1.072707385633541,0.2805682896304942,-0.3393617222186055,-0.8756847038838513,0.30259089023960917,-0.4592109831376332,-0.9110413076212593,0.30756817177098006,-0.42666709620260673,-0.7833584739873858,0.25697885835698536,-0.49140326530967304,-0.9325121091017561,0.29560381524001456,-0.2499981518880785,-0.4449980155423293,0.3421266802714161,-0.4091006043924963,-0.6339647063978978,0.33796653959174006,-0.17049737464147036,-0.25358206764331287,0.4110907200064501,-0.33253393237139656,-0.3555741046176723,0.38051232797037376,-0.25415843943357436,-0.23934062534280362,0.39257868182317973,-0.29099636118590233,-0.3554524199566953,0.3835345117291189,-0.22830971056172356,-0.25691196791328097,0.41759075690452985,-0.2876473198087986,-0.36845403677498445,0.3774415800190625,-0.24986452350135707,-0.24622641062070894,0.4156811350267347,-0.3013510027562179,-0.3545545723536135,0.37660877392738856,-0.26708974181740475,-0.051148483750325456,0.41626595521620247,-0.5010047614692176,-0.2461107776959888,0.44351178539599645,-0.39580364317052724,0.23680340538810696,0.5853672751256404,-0.6477934783715945,0.06942971956734117,0.6196034104660709,-0.5737413635282416,0.6375813593819923,0.7111872012883975,-0.8987057578035504,0.5081054657857199,0.7326616945881074,-0.7377196566690676,0.6794509210398854,0.7209761380772689,-0.9179768468488203,0.5436838874329682,0.7375069858554809,-0.7684074424705929,0.6502376655313864,0.7822347907216675,-0.9277036804698308,0.5155506075936653,0.7812072691149969,-0.7873084161797241,0.0
