angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9
106.66063715011785,79.63392587781765,126.32742279644518,174.2942247284355,31.63374142845037,73.33451478400804,77.82009698956556,63.34393380403282,127.35569869142158,142.1140016748092
103.26724840314664,80.81727654378138,120.46472957620317,171.8447937100079,29.6741707808587,76.39139527682575,75.25091564705633,66.14041420635475,132.62255558171313,143.29452138969637
100.95224735787605,82.57583466488722,114.14519454905948,167.93502588349583,27.660489767307674,79.30445347633437,72.92364102684986,68.89683206505578,136.8198026484017,143.3696282581204
101.0098293964256,85.9081441933709,107.68356266177263,163.20434859375342,25.535350238904336,81.28599378696914,71.2855192433852,71.69589743098808,138.35367581242113,140.9630096416834
104.67585593171171,92.03423900540317,101.53157859955438,157.89583588596025,23.288792733421566,81.63498650074155,70.59113121689808,74.6153146068057,136.8123119828248,135.2442749066162
111.68273973556495,101.55962422178101,96.544784213852,151.62252179702813,21.013326266951754,80.30111645328681,70.72916837289311,77.64252735418681,134.02578283880365,130.52734860070578
120.45990753437374,114.44440456069664,93.81076874012804,144.08787201102814,18.841710591263478,77.49414077241359,71.54700263168809,80.7329494592152,132.3526806476099,133.34324105801818
128.27068297748707,128.31380407599264,95.04381172519166,135.34975286614076,16.926366971695966,73.57200099212635,72.92616717620002,83.83229788414857,132.61301162073016,140.99591906319014
132.5945617762963,138.3766817206351,103.92498587323743,125.81074630827334,15.43025522487141,69.0407604777137,74.7656121699086,86.87696873575456,133.4058550032002,140.4547034468872
132.5534453945371,142.59373420207137,125.89924490075732,116.07841566498251,14.49817102006121,64.46298028890308,76.96853845283114,89.79522792364877,133.38771430953278,138.4160268536144
129.5133137539556,143.1995741936545,152.24850791912314,106.76622166089729,14.204546233617883,60.30764549186193,79.43250645938608,92.50917653428833,133.15631502585248,140.21195114642688
125.26787043438651,141.71529549880728,166.0963961674916,98.34697037963693,14.508805529768335,56.845784213738916,82.0429826472836,94.93731299381281,133.90462561917883,142.0550343400001
121.73653064438916,138.82347462897948,169.10548175265353,91.117228822813,15.265422870708917,54.151570632718034,84.6708777206972,96.99740095728941,135.61743919451834,139.65669081904164
120.40029620496145,135.4541143577984,170.07483807170973,85.23739212393754,16.28219374474062,52.17488493352503,87.1744178727941,98.60930794751648,136.8807283805788,134.6128252094639
121.84467935944004,132.6688196901069,172.17906192571786,80.74579071903423,17.379611178182603,50.79534470429576,89.42551204839634,99.71344116879952,136.3476217658118,131.54788194915426
125.24851329110939,130.629188395596,167.06854142687945,77.49414968716121,18.4346718416115,49.817258177425686,91.38051764290739,100.32102303006216,134.25033977912054,131.68870133542433
129.6303734967948,129.20021848279083,138.29729543512573,75.29893014722876,19.37256776409986,49.096727676828124,93.02293691420917,100.4671591344174,131.57236564264005,134.3789169484262
133.96780222601242,128.24196023747163,92.64954497986723,73.9790176728756,20.15098899207597,48.55071714702708,94.3417644729157,100.19316022261542,129.4315352702593,138.33000843791814
137.27803444416824,127.63219469637764,69.45167768707452,73.35489487487465,20.750082212265333,48.13656592262115,95.32962757386318,99.5448724139062,128.35152788770012,142.03229646075224
138.94899359899134,127.26442032392475,63.30287095988817,73.25522180726173,21.165411972745794,47.8375588794702,95.98087629773475,98.57131899180807,127.9704355518025,144.4515687862316
138.86476808090185,127.03895831496266,67.26223594317106,73.52723056736762,21.403180355639016,47.65287957169572,96.28996375126782,97.32350979192428,127.78828528791789,145.49062106283438
137.5185347201451,126.85399610824794,81.10401795114818,74.04602607895352,21.477014799369595,47.59047441727937,96.2503712587157,95.85331514475055,128.04548626018484,145.63040882882225
135.4884743542375,126.59902708492629,106.00340192011495,74.7200475586639,21.405903164254568,47.661841295083164,95.85424073959572,94.2123628791773,129.195680899907,145.04062451541603
133.54937875077252,126.15148005953613,131.906019607487,75.49271343785303,21.213098874540794,47.87816188774407,95.09280178649531,92.45097522652318,131.15079350177683,142.32078909387363
132.62818379549108,125.37671734951178,147.19847530491717,76.34194327310622,20.92602575092398,48.24746907591249,93.95762947826432,90.61720161623221,133.22415873533419,133.58855542099366
133.4747884366631,124.45432182208665,153.4336291959822,77.29391047922013,20.58101527090269,48.77269598809816,92.45717796839105,88.75601736761638,134.77490042328014,119.30100421705424
135.7847296965405,124.89064036646758,155.07262128145203,78.45756027779078,20.23427255890385,49.45051955445548,90.66217146479741,86.90874979295437,135.84466487876662,111.26114519337828
138.80168288842387,128.69851945504374,154.12027674507206,79.96427157815975,19.948671159671232,50.27091684022028,88.66181907324372,85.11277009740581,136.75165217060984,115.95146933676524
141.63829756411747,136.8779828817194,151.2817439882151,81.94500214009324,19.78860402107169,51.21732567050472,86.54688940314686,83.40146109671943,137.6995537147893,135.461383031326
143.6358694654994,145.06897032255003,146.8562080266925,84.52072729232573,19.816414743502406,52.26726825489869,84.40632225882068,81.80444524014,138.61055362370132,141.7250162389511
144.60079628510832,149.5373917978272,141.15461039519877,87.78989922283387,20.085988537979826,53.39327621704518,82.32390017439971,80.34803986290434,139.18130921655919,129.7123722330972
144.724474688846,151.38280012719616,134.71845568528929,91.81490932036283,20.63435380071637,54.563955347578066,80.37590677093507,79.05589892064913,139.25003520921783,125.97485857023611
144.05676337393564,151.83346676696786,128.33370548622293,96.61144265904375,21.47353347212186,55.74504666246808,78.63035899696493,77.9498020147144,138.79202454317513,130.3957479771661
142.56663661064493,151.34479506517926,122.82815974209802,102.14532750445525,22.585274210271365,56.90037008737147,77.1479776618537,77.05056010861274,137.9315137727141,138.63625884718135
140.30172025806232,150.06089546114265,118.82372121782555,108.33989794344498,23.92007449952818,57.99257127518552,75.98474479798361,76.3790202274501,136.96844862296618,144.6008604545691
137.42433167862572,148.1025681936494,116.55178462070062,115.08020318860913,25.405417957845643,58.993473982354594,75.18007988410193,75.94712124273715,136.2883303077957,145.76021210098523
134.03470171902157,145.45530254615252,115.68944233588365,122.19383947659401,26.973290766478375,59.91364470334639,74.71474759062887,75.72904868444422,136.03137627932108,144.37739622824046
130.24529367566703,142.10027627932283,115.86347901050394,129.49975301166003,28.559439136562663,60.772334360028324,74.56034405521919,75.69160066839693,136.18903437617902,142.27599059736417
126.21925784087752,138.0909276553961,116.77966159502562,136.82681215370712,30.101549564507653,61.58721260966997,74.69377941709423,75.80315709183421,136.6385486389675,140.36181452016254
