frame,Left Knee,Right Knee,Left Elbow,Right Elbow,Left Shoulder,Right Shoulder,Left Hip,Right Hip,Left Ankle,Right Ankle
61,0.0,0.0,0.23741663156133952,0.22310016746315425,0.18027138838249152,0.2758826025211914,0.6006506948520421,0.5968627700819595,0.21883091541701735,0.2834476417669895
62,0.0,0.0,0.23848906784883456,0.2233144358668588,0.1746040630986845,0.27469805121020135,0.5987789385576243,0.5943124466657813,0.21856625589199763,0.2869388988753027
63,0.0,0.0,0.23873348300900765,0.22045190671169565,0.17172961819633614,0.27170521320722096,0.5963178432901236,0.5898524668766697,0.21788380610938643,0.2910030900727657
64,0.0,0.0,0.23741198042364334,0.216312329431817,0.16730491735534508,0.27004887153181567,0.5932752788763034,0.5851858834893645,0.21838364279269784,0.2957950612878365
65,0.0,0.0,0.23536665717638136,0.2155008630980392,0.16171884632674444,0.2638338435624443,0.5896867508842885,0.5820156305862858,0.21805281034139015,0.300962980413172
66,0.0,0.0,0.23245015900093352,0.21261205641966976,0.15669124045274793,0.25607846229846454,0.5855948453619393,0.5764889372265756,0.2177452624290771,0.3057952473668533
67,0.0,0.0,0.2312892176828719,0.20943169592445052,0.15395933887631869,0.2470306527449638,0.579931238242926,0.5708639653430898,0.21658144620205327,0.3090071785550261
68,0.0,0.0,0.2278306636829588,0.2077009130062224,0.14973091900795685,0.23695135168221973,0.5755166178888869,0.566287561062458,0.21711935557705198,0.315964942250568
69,0.0,0.0,0.2224468046120528,0.20855648078617736,0.14580587153655034,0.22890337772226108,0.5712828311390288,0.5627952309962889,0.21722538111975317,0.31868851028052614
70,0.0,0.0,0.2210457609477519,0.20729058134611478,0.1423655849056766,0.2182142471625855,0.5656061403585739,0.5582000107354428,0.2192655302431779,0.3236332253255435
71,0.0,0.0,0.21952166868955955,0.20682571836066044,0.13742843933402446,0.20750398842645684,0.5585293680980976,0.5536480040132173,0.21789069187514243,0.32724973182297096
72,0.0,0.0,0.220434843084457,0.20527501432553197,0.1357458341555423,0.19727939395942598,0.5534284839781419,0.550285037782899,0.22004187408292689,0.329322194745132
73,0.0,0.0,0.21969947881181826,0.2045008755766633,0.13546690522642352,0.18820361194866886,0.547012521979021,0.5459233229965035,0.22410124846765367,0.33019603632415306
74,0.0,0.0,0.22370075659785568,0.20650052144028277,0.13668346589732208,0.1810823160256264,0.5404346054578846,0.5417081220561116,0.22680993880459716,0.3290995604115786
75,0.0,0.0,0.23056801604131266,0.2075905785121541,0.14001651018901784,0.17639565335156482,0.5337363019461288,0.5354510906169483,0.23203983496999941,0.3274319561584096
76,0.0,0.0,0.23517708085658645,0.2089138590464505,0.1382911020894925,0.1738293472853291,0.5269586412219436,0.5338525169757209,0.23927479758670134,0.32161181106275494
77,0.0,0.0,0.24318193706104024,0.21372506723183388,0.128840764716784,0.1723133166321509,0.5190309083139407,0.5280569044460675,0.24231729174476271,0.3164530213761629
78,0.0,0.0,0.2520281737536925,0.21918822902660465,0.11655706436771597,0.1705104855205868,0.5133261013115741,0.5258752308950566,0.2448112155439049,0.3068678566334189
79,0.0,0.0,0.25937199646963166,0.22511718109840112,0.10379128919052026,0.16566143352759222,0.5043274999162699,0.5228961083147401,0.24580322348822145,0.29589766119862765
80,0.0,0.0,0.2691565238963851,0.23404461939624918,0.10631152631635624,0.16359702956124847,0.4976285690049657,0.52026362059064,0.2413481481349171,0.28692550422651053
81,0.0,0.0,0.27529854199790477,0.2422418566651153,0.12575224025964193,0.16376748728447585,0.4910439776408266,0.5191218395014294,0.23693585651054855,0.2761925107762347
82,0.0,0.0,0.281701114530438,0.2530956399603397,0.14554475779271675,0.1669044001555418,0.48460951460299284,0.5172815741092067,0.23088754438116646,0.26523055204462376
83,0.0,0.0,0.28551423168227247,0.2621506135369225,0.1500219565497949,0.17345407906129054,0.47891534881352593,0.5158871304187704,0.22527393704060936,0.2590926922062327
84,0.0,0.0,0.28771891311753445,0.27130769423337225,0.13336251133016314,0.17843320914875407,0.47288784610091616,0.513849996558828,0.2218216632804959,0.2545664377109184
85,0.0,0.0,0.28715885109112793,0.27846481788321675,0.10188812266391152,0.1839303434577896,0.46713483505451436,0.5139274551198715,0.21901764821878036,0.25119774600787026
86,0.0,0.0,0.28318491949360625,0.28683082221266515,0.08969124981020957,0.18822397016665043,0.4617105453530132,0.5133106950936978,0.21684507697947603,0.2490744668110484
87,0.0,0.0,0.2806292621078674,0.29097947142952924,0.11870550122673448,0.19108591829469418,0.45611152100025365,0.5136355787146373,0.21740993825414395,0.24673799042475128
88,0.0,0.0,0.27654833599685974,0.2940658141747078,0.16476478392835922,0.19252981783983905,0.45205459165257655,0.5143158829972487,0.2177322105309156,0.2472860862069195
89,0.0,0.0,0.26965963716396535,0.29593408375813474,0.20063553243971508,0.192719550900968,0.4479216291481274,0.5155987726628596,0.21810205411535555,0.24724548019119252
90,0.0,0.0,0.2653348415024565,0.2964503349085859,0.21270121189220229,0.19190964848766706,0.44431554395817574,0.5171758391970493,0.218219219851842,0.2471073968153549
91,0.0,0.0,0.25892725886482665,0.2949488341473536,0.20444795119001977,0.19262664317636216,0.4412830822148086,0.5181830403121158,0.22111185464973884,0.24797330135709442
92,0.0,0.0,0.2557676340473498,0.2896816116284435,0.1822134516172322,0.18958564262163935,0.43887108818951354,0.5210895403247817,0.22089314902010648,0.2484394242885052
93,0.0,0.0,0.2506072737822139,0.284494497792701,0.15712050672869157,0.18659680484496582,0.438238444194015,0.5214198960265641,0.22137605498670665,0.250054319008583
94,0.0,0.0,0.24762109482000463,0.27606499420821595,0.13473420963261046,0.18601558855513756,0.4372125568335447,0.5235873656438373,0.22059855179870203,0.2541278663923873
95,0.0,0.0,0.24588847842908118,0.26454975114221624,0.1212522291203703,0.18478788763859824,0.43584591475519296,0.5270050071287441,0.21972667330410106,0.25711449499641725
96,0.0,0.0,0.24503338800098343,0.25323903628244493,0.11582168377910196,0.18356258081967902,0.43586156585921476,0.5299745651808387,0.2201175917300194,0.26012664283632864
97,0.0,0.0,0.2466773907198115,0.24054758332997853,0.11295598205005498,0.18516466377388283,0.437320796705046,0.532464257403779,0.2187653193391737,0.264245426705474
98,0.0,0.0,0.24682118002533493,0.22770290546984953,0.11546328879292565,0.18406023130733834,0.4397351779386207,0.5338865699578942,0.21764856392672927,0.26773964686417295
99,0.0,0.0,0.24925193663839817,0.21538529160991796,0.11741440787267052,0.1869078052708607,0.44373402375009974,0.5364316175272766,0.21701084212374502,0.2738436038758102
100,0.0,0.0,0.250062475265898,0.2042425947044409,0.12114360641189131,0.18700117506190383,0.4477316463483558,0.5389560669276898,0.2153203640257209,0.2785375666111034
101,0.0,0.0,0.25328257100948237,0.19483177480300487,0.12527817928414486,0.18927042200087008,0.4551499027170288,0.5414276237875435,0.21758102228707046,0.283330123160465
102,0.0,0.0,0.2542892858272646,0.18754789353856333,0.12952009044401208,0.19195185114437918,0.4616404313448631,0.5449250818765671,0.2186647816511066,0.28970830695658384
103,0.0,0.0,0.25686929443223994,0.18311513232119228,0.1346580292265318,0.19659283346527504,0.47008432808327183,0.5449717126080568,0.21999893457165243,0.2943818366450918
104,0.0,0.0,0.25837754581372013,0.18089159063918125,0.13868429865064036,0.19916858362629206,0.48003592315234056,0.5470908835525793,0.22127142554898618,0.29920992378137895
105,0.0,0.0,0.26001006089492307,0.1794535298276223,0.14084454121168813,0.20288339971745104,0.4909619959929433,0.5490350056571193,0.22218317001749216,0.303066356153623
106,0.0,0.0,0.25889150264364236,0.18061355845860014,0.14358096820608215,0.2054525264982626,0.5030600462856757,0.5508055380794648,0.22113835866450088,0.30512566051316037
107,0.0,0.0,0.2611498277162424,0.18124478441814124,0.14555226683625955,0.20683174951985048,0.5180707279809609,0.5535218475457093,0.22203160261567811,0.30929501340846216
108,0.0,0.0,0.26069172648029193,0.18496761070105094,0.14592219738919177,0.210601936321812,0.5315914928590001,0.5554561305827427,0.22159737001136903,0.3100509882546071
109,0.0,0.0,0.25753555807719514,0.18602857622605815,0.147641227804856,0.21306922330197514,0.5447477064151282,0.5562694486786731,0.2197546666096216,0.3113250770355063
110,0.0,0.0,0.2561443724875161,0.19095182092043791,0.1501987253362914,0.21728601769816483,0.5569766131986292,0.557983887299701,0.22106769476624827,0.3126121556612763
111,0.0,0.0,0.25487011835931844,0.19574496909139474,0.15518073545084501,0.21736316873002645,0.5660342067682618,0.5584547270847483,0.21954369533462065,0.31301599700410504
112,0.0,0.0,0.2531756956682458,0.1997729653865607,0.15629833172467303,0.2193695920181543,0.5763355680230658,0.5604676267985481,0.216952714000869,0.31235868210885526
113,0.0,0.0,0.25052373847834275,0.2046343921298101,0.15888146849751186,0.22326378542940234,0.5822952470345638,0.5601413733048348,0.21726194614077576,0.31102047996864196
114,0.0,0.0,0.2474876832627363,0.20970734589393175,0.16105545677724759,0.22344983005668287,0.5850013306118965,0.5608167539264461,0.21662949003105014,0.3117640968133055
115,0.0,0.0,0.24410238303928108,0.21603149830516685,0.16439991009222168,0.22322243671339034,0.5840895990473111,0.5613898844242414,0.21617796942903583,0.3102099169202842
116,0.0,0.0,0.24158152086890308,0.21908161033036064,0.16572969954723518,0.22587883674102258,0.5800138175906567,0.5618677703428382,0.21644165656772998,0.30729554154539185
117,0.0,0.0,0.23670771771702312,0.22432098454605498,0.16694571249800422,0.22583088486533923,0.5734428329441752,0.5622572128623325,0.21627775003339464,0.30723813205628964
118,0.0,0.0,0.2323691945936277,0.23108997065494669,0.1682569965419156,0.22360631407510542,0.5650511194813536,0.5625648370074884,0.21620624377962328,0.30510008528132293
119,0.0,0.0,0.22866963501313328,0.2359402172343547,0.16978781401809165,0.22196143687568595,0.5555101746788873,0.563294207235117,0.21563492962146408,0.3037199534480467
120,0.0,0.0,0.2245939141648758,0.23874764867765816,0.1715445396815008,0.22223237577505892,0.5454814967732852,0.5629604983691427,0.21564030158223357,0.30352714091604055
121,0.0,0.0,0.22208170075586778,0.2427150155264885,0.17341006536073644,0.21870273269798185,0.5345926454591307,0.5630613185231713,0.21619323273220828,0.3018012412206137
122,0.0,0.0,0.21954614655666022,0.24770830763909726,0.1729419939561036,0.21709898026327257,0.5265265680158668,0.5631060233464493,0.21449609853956514,0.3013760315619599
123,0.0,0.0,0.2159489541729912,0.2502603262500283,0.17485925045146639,0.212213790952554,0.5188362734223059,0.5631011825626313,0.2155424870969876,0.29952887939559303
124,0.0,0.0,0.21395049220199097,0.2524637272352474,0.1755461702384837,0.20965756029194943,0.5120230628487371,0.5636091580014394,0.2154550897770678,0.2998333459549598
125,0.0,0.0,0.21249892096040646,0.2508906085815308,0.17484287579624727,0.20508307464522835,0.5098661270400273,0.5631462726474186,0.21593527508231858,0.29842711807787076
126,0.0,0.0,0.21385266683167256,0.25056090846492424,0.17623990843463025,0.20253745911903545,0.5083606777306917,0.5617513225099154,0.21481630082125544,0.29942739654300904
127,0.0,0.0,0.21138258377421093,0.2515299242956008,0.17501419323782752,0.19604937669184702,0.5105980216499035,0.5616276066314091,0.2149359414828693,0.3010234436335951
128,0.0,0.0,0.21291398459835903,0.24942069217307328,0.17365969302995843,0.19404374728889576,0.5135710040460956,0.5629319401057503,0.2152368437023528,0.29960522875914203
129,0.0,0.0,0.2140615838099723,0.24527094924059448,0.17219101165340558,0.1879104412007442,0.5181687369106388,0.5624880481103384,0.21742548104002374,0.3005566276203214
130,0.0,0.0,0.2160084626404022,0.24077981449162797,0.16907025362148662,0.18582502177144938,0.5230606361805308,0.5623830035435676,0.21652187885594726,0.29963148324560324
131,0.0,0.0,0.2195417330642871,0.23895466582359692,0.16814730029996805,0.18182411629572,0.5313590493398467,0.5634174683609067,0.21752251601258593,0.30083844790532893
132,0.0,0.0,0.22376578844466044,0.2334919901677018,0.16726907934217503,0.17791573098826938,0.5395051195667714,0.5611582765343327,0.21817650820691245,0.29990870047857715
133,0.0,0.0,0.22744624963854074,0.22911449602044892,0.1662398263500411,0.1725604632069955,0.5483779213029638,0.5633945281903203,0.2200972611732892,0.29839952600435105
134,0.0,0.0,0.23257523591717383,0.2239745951007979,0.16485598796189394,0.17108082360923516,0.5577378906362471,0.5629153235947922,0.2225427423816684,0.29454503272089705
135,0.0,0.0,0.24226333162188765,0.22300987547546414,0.16521922427131525,0.16910523655115,0.5673377234993253,0.5613986107282035,0.22297518608731165,0.29159503596208547
136,0.0,0.0,0.2511004895226427,0.22121415423395452,0.16299612793926885,0.16921746807623103,0.5769227759973842,0.561633368773411,0.2242967896322321,0.28953338779254606
137,0.0,0.0,0.25923746873371906,0.22078388913432226,0.16079871001568793,0.17168161900063547,0.5862318966603375,0.5641862387645171,0.225439163709919,0.28520790633552234
138,0.0,0.0,0.27105503556208466,0.22069977738682375,0.15886948386644817,0.1753449001700142,0.5949985376767557,0.5635126015648012,0.22634936756209556,0.27884469240906024
139,0.0,0.0,0.27945307697783023,0.2188055977712144,0.1568270755698461,0.17577593417880655,0.6022112907178487,0.5629565478109653,0.22865031890278556,0.2748760140492904
140,0.0,0.0,0.28916828123999533,0.2155419942144208,0.15401276434795771,0.1773717316686716,0.6098189613567734,0.5653064067007556,0.22730809156632664,0.2691873294132368
141,0.0,0.0,0.29576487760947684,0.2101215463194553,0.15146454294519537,0.17300111472517962,0.6153245967634932,0.5644613893998173,0.22729935412090993,0.2662666808627264
142,0.0,0.0,0.3017295836147892,0.20548866111523295,0.1480406726343808,0.16821602894663742,0.6175277355081603,0.5665426806231681,0.22861235316026943,0.25981911312413647
143,0.0,0.0,0.3054604436671131,0.2094994872288892,0.14657594896569187,0.16461337000452,0.6189334465456346,0.5676712008288406,0.22791484030872025,0.2582848555716701
144,0.0,0.0,0.3045838913016856,0.21914134716232234,0.15074827881511133,0.1682837476415023,0.6187171376807042,0.5689675947792562,0.225777891880305,0.2550661594630229
145,0.0,0.0,0.29793060102819857,0.2337110902355524,0.16736024593079132,0.17546033887921886,0.6160600935727684,0.5715522244243672,0.22501122662523482,0.25202579740501857
146,0.0,0.0,0.2897329865139385,0.24908977446010583,0.19928567802961458,0.18274187739542683,0.6109135226241352,0.5732113243002295,0.22345505645415897,0.24866109607547615
147,0.0,0.0,0.27731777978421684,0.26065549486677975,0.22607262188657787,0.18814181675357602,0.60405844229971,0.5750621363199291,0.22178636735126475,0.24815693869265376
148,0.0,0.0,0.2628001535616461,0.2681357543327648,0.2189180397801265,0.1911701356431268,0.5970334942701137,0.5771099836585544,0.21902070216060152,0.24637602225730315
149,0.0,0.0,0.24991065924817552,0.27304744760102834,0.16484853370421942,0.1920545338419958,0.5897001479458537,0.5788043438939972,0.2191569238934995,0.2465826381491889
150,0.0,0.0,0.2372755850300954,0.2728383771867083,0.12831009107815863,0.19136970046229285,0.5835737347460896,0.5812610869594579,0.21672559413843256,0.24594522786057074
151,0.0,0.0,0.22615007260842368,0.2707228295289946,0.13093919917936317,0.1898116171273073,0.5796024618793014,0.5833736066434424,0.21571152793720727,0.24553528045749032
152,0.0,0.0,0.2204141171613759,0.2670178366167099,0.1374993672356456,0.18804403838550846,0.5787272802830451,0.5862572898823759,0.21514224574403962,0.24365930425460058
153,0.0,0.0,0.2188842493070288,0.26083376563165317,0.13858950669800452,0.186590086112866,0.5814755064917059,0.5893606569288145,0.21393463198647497,0.24419064117528916
154,0.0,0.0,0.22383362449297683,0.25321245247546204,0.13876585443899947,0.18577225668345249,0.5895494717833989,0.5927303515846314,0.21452814564026168,0.24545675321255067
155,0.0,0.0,0.23565872440223645,0.24392644004682457,0.1459245290983318,0.18571769731213705,0.6043753590295052,0.596241946970455,0.218483642135439,0.24579314303757982
156,0.0,0.0,0.25473792792033195,0.23572252695090468,0.16725997288452557,0.1863881275587671,0.6248133538543479,0.6002958564540565,0.2244908447077922,0.24465817218336214
157,0.0,0.0,0.2806305174854772,0.22870024868962177,0.18797423039115285,0.1875770065642712,0.6475161133660328,0.6045287832068005,0.23443699287595726,0.24653893349730283
158,0.0,0.0,0.3050123009557512,0.22008676763686927,0.18218172786962308,0.18914182602432295,0.6668634074112566,0.608610533433376,0.2444633141643876,0.24760665924999295
159,0.0,0.0,0.3256766554912542,0.21267757105547047,0.13613897154616264,0.19099746722491162,0.6790935033420326,0.6122105735233705,0.24889872531417476,0.247936528881157
160,0.0,0.0,0.3347004166210688,0.20428315124332447,0.11074277354146259,0.19417139813429593,0.6780034032304327,0.6174981108700185,0.24398924919980178,0.25150997737726016
161,0.0,0.0,0.3299690515706515,0.19606557636376176,0.1199858140684365,0.19743609132640855,0.6613734217039277,0.620531072473194,0.23063358609136536,0.25232770652829783
162,0.0,0.0,0.3117263561784759,0.1897650958426712,0.1309950804480919,0.19729577597036138,0.631761223807527,0.6240339801469379,0.21568248139842439,0.25718867314203137
163,0.0,0.0,0.2899189838048296,0.18270571903213187,0.13263820434329532,0.2002144221484123,0.5967386158989754,0.6279536105340575,0.2136117139142316,0.26124585369830944
164,0.0,0.0,0.26538296015891955,0.17613514379131048,0.12770090709589813,0.201527015569131,0.5624857031211348,0.6327924397607362,0.2185384564292815,0.2663384889257378
165,0.0,0.0,0.24595105380997337,0.16967617728363976,0.12206462013155649,0.20214373644411776,0.5333629149848723,0.6351643175472054,0.22186005501529285,0.2721005975601378
166,0.0,0.0,0.23345510004016065,0.16468573216910498,0.11646198514609805,0.2014358112580275,0.5149060536428579,0.6400258084470547,0.21991737193226688,0.2797544367313434
167,0.0,0.0,0.22665915775031004,0.16093855616069785,0.11460394818187791,0.20075175774300413,0.5064040840470588,0.6429255255485362,0.21659125219987352,0.2884402941826242
168,0.0,0.0,0.22706163039419316,0.15869060900836593,0.11585496642922377,0.2015120040194718,0.5062190363461275,0.6455327365376601,0.21243983863573063,0.2965042588798891
