frame,Left Knee,Right Knee,Left Elbow,Right Elbow,Left Shoulder,Right Shoulder,Left Hip,Right Hip,Left Ankle,Right Ankle
0,0.0,0.0,0.23135970299744305,0.33329210816904287,0.23034301338450308,0.11060867730372154,0.6454928630288116,0.7169908724115994,0.3526584537952332,0.49253594043014415
1,0.0,0.0,0.2339186627221179,0.30037121494634045,0.21917543440331141,0.12017299678831594,0.6518804650950519,0.7117089011979907,0.2932981188183884,0.44939987344684235
2,0.0,0.0,0.23718081870572663,0.2767702760337947,0.2142218240271094,0.14305164575511337,0.6569277379291798,0.7052136164964343,0.2599642110972224,0.4120936227228775
3,0.0,0.0,0.23824895418300085,0.2556116035204506,0.2077895483136355,0.16378651658189078,0.6574725772805116,0.6954752707379865,0.24168878526495347,0.3834113636012538
4,0.0,0.0,0.2391099707682404,0.2367403461805676,0.20460851368505112,0.18464292300835705,0.6548462900387709,0.6843710568510339,0.23380018966589483,0.35821748458217434
5,0.0,0.0,0.23648748307496992,0.22005017759231807,0.19881949552427267,0.20111082763729698,0.6493050764515863,0.6715701524353936,0.2290546224444696,0.3377754753777416
6,0.0,0.0,0.23340569795453137,0.2058047997498954,0.19196651273983115,0.2140159775831054,0.6411319646742616,0.6578639933792149,0.23017344371804493,0.3235923116417095
7,0.0,0.0,0.22967603662045027,0.1915414131047213,0.184362505106963,0.2212386181292426,0.6306301464125698,0.6418304227032505,0.23304033574701769,0.3105644279778484
8,0.0,0.0,0.22703661754958554,0.1761701280550448,0.17651135509069196,0.22805715367108556,0.6181179698771478,0.6253870824195503,0.23578228297715675,0.30115758277879673
9,0.0,0.0,0.22430774487048263,0.16684466076347781,0.16667726552935244,0.2331619449830924,0.6039249979962488,0.6087894549350931,0.24304602062356734,0.2932242134221086
10,0.0,0.0,0.2208927725621036,0.15855796519406087,0.16014789416179737,0.23305030558274303,0.5883887049228735,0.5906289891419746,0.2506202174244983,0.28524556994824335
11,0.0,0.0,0.21991891706774078,0.14951381156769095,0.1539009079894711,0.23144346002480046,0.5707403774364096,0.5736248657221514,0.25595696324676415,0.27931567153047593
12,0.0,0.0,0.22281001563851946,0.14375402935837775,0.14854646255034593,0.22816442862712535,0.5546577464700473,0.5539871083796502,0.2603376702487909,0.2725499290094598
13,0.0,0.0,0.2243475004977849,0.14138895971265616,0.14048985967777589,0.2263757180841337,0.5377063727799732,0.5378430653715199,0.26400182335866995,0.26832673469753326
14,0.0,0.0,0.22843699791709066,0.1362431527067383,0.12929121495202964,0.22146345818702087,0.5202252004252037,0.5208383777222985,0.2621434171978469,0.2622516759635663
15,0.0,0.0,0.23390180803420646,0.13562773357025046,0.11141997599712194,0.21602550774015616,0.5019895449635291,0.5048013899427901,0.2595533067254607,0.2574057112858583
16,0.0,0.0,0.24164407032531002,0.14007372107071203,0.09242500667399474,0.21041600057841017,0.4866515611274275,0.490915595561368,0.2566635508413251,0.25364839992954313
17,0.0,0.0,0.24699342768799243,0.14420926422201197,0.07952224729300778,0.20495528078483194,0.47118061644021036,0.47717813959273786,0.2522768059946812,0.24997846095788442
18,0.0,0.0,0.25526673588994037,0.15110326058129683,0.08812729256453643,0.19991734262208574,0.45697065064695297,0.4649066262492145,0.24741581123002265,0.24696607779113405
19,0.0,0.0,0.2662168605408317,0.16344124928360834,0.11465959063815521,0.1955191590815921,0.4442818388270112,0.4520724307908001,0.24251075469935865,0.2440489592820606
20,0.0,0.0,0.273481046583093,0.17479501134099354,0.13646047768041397,0.19191507414641493,0.43335075797773676,0.4455244497759232,0.2395907448981249,0.2428728046470308
21,0.0,0.0,0.2829174688092426,0.18577742457417426,0.13972324902785657,0.18919980466711922,0.4243922538513803,0.4365481021477125,0.23392676797531942,0.241745448025426
22,0.0,0.0,0.2909540782850499,0.19755686528418634,0.12311912688981742,0.18742375361178934,0.4175410854612986,0.4330319002914502,0.2306577755722766,0.24007641581659306
23,0.0,0.0,0.2996298617479801,0.20772734959293793,0.09025300331703943,0.18439177771405235,0.41193445710980675,0.430404976014807,0.22973547576151385,0.24056424545121102
24,0.0,0.0,0.3076677985613728,0.21612277687527223,0.060100938793611336,0.18453726220118977,0.40740145535825384,0.429606936270393,0.2266255239551644,0.2414768517152687
25,0.0,0.0,0.31435005158497203,0.2237546798431012,0.0627190153128836,0.1855608639608709,0.40601032281449073,0.43159291022126806,0.22568309384004556,0.24166235737610303
26,0.0,0.0,0.31868406092109114,0.2296896632274773,0.0879572413014726,0.18730536399384037,0.40614131673149423,0.4339976349272487,0.22460312158819015,0.24331944259748606
27,0.0,0.0,0.3241244875168931,0.2363717965951232,0.10548305914817438,0.19064566994515947,0.4076697357856788,0.43779899580233617,0.2227593797284311,0.24310148340535126
28,0.0,0.0,0.32635100058120253,0.2408912103279446,0.10548156960476227,0.19194679866443112,0.41103721466634735,0.4417591729275615,0.2234322440455569,0.2459991926170132
29,0.0,0.0,0.32993525583238675,0.2444523792372927,0.0907670282187188,0.19419660807200984,0.4150264342547294,0.44853259996616546,0.2232584350762305,0.24811305758170615
30,0.0,0.0,0.3302859973278735,0.24604697115234406,0.08324638261163292,0.19592040972360528,0.4200913994919513,0.4552187479043541,0.22279161231020558,0.2510934719464831
31,0.0,0.0,0.32726126040485304,0.24800363958263802,0.09472086978252835,0.1967643013691079,0.42613241283622966,0.4633598761182914,0.22261823299504582,0.25380417900091434
32,0.0,0.0,0.325170055084699,0.2504279187032323,0.11806369842853771,0.19641453139357556,0.433049241154953,0.47309141031747154,0.22447299268140833,0.25676458591262125
33,0.0,0.0,0.3206248044536318,0.2502262426555159,0.1390931542269298,0.19468727972672992,0.44069649730761457,0.48182505262728903,0.2256702358340926,0.2588153388881998
34,0.0,0.0,0.3138691317917306,0.2504083075886787,0.15308751674447943,0.19171863508857306,0.449095961032847,0.4924353241951041,0.22704660481495656,0.2632292751029805
35,0.0,0.0,0.305223582256086,0.2514732358376141,0.16039194760625433,0.18778923914912252,0.45800837573992,0.5028500378474356,0.227921545628172,0.2666009401520645
36,0.0,0.0,0.2955661176085733,0.25057397783354735,0.16346287907338705,0.1843503817852372,0.46680483010504586,0.5129217968287598,0.23062836971342585,0.2694033965500921
37,0.0,0.0,0.28521827576501746,0.2505433331189058,0.16408997442556775,0.18066403572000292,0.47647525075743746,0.5236096659718459,0.23374409754867956,0.27265660686915916
38,0.0,0.0,0.27583073973311856,0.2486427821301654,0.16288115279290383,0.1737780209915736,0.4880046896535105,0.5336463724540548,0.2376885602489435,0.2745961413469989
39,0.0,0.0,0.26649029060738794,0.2487842213087642,0.1638873739268952,0.1707226770392084,0.49792929114233736,0.545094479687019,0.24116384856699707,0.2780087741260866
40,0.0,0.0,0.2553813561905694,0.24764135651999253,0.16767585685010566,0.16737353764653037,0.507781270703939,0.5539025975194122,0.24403426801552403,0.2813460228438162
41,0.0,0.0,0.2458911600858667,0.24520638421536364,0.17475924735103818,0.16453870593613826,0.5163117386778571,0.5649060415912449,0.24854318584483823,0.2831711823002957
42,0.0,0.0,0.23715897737265226,0.24423646222155007,0.18293997692915268,0.16349905223746974,0.5250468837859745,0.5734941467723133,0.24914321891141686,0.28382879135285677
43,0.0,0.0,0.23048483926432212,0.2425016595412119,0.18954678838097583,0.16378486712919146,0.5338660384245931,0.5800872717345127,0.25218739450875644,0.2832566632204675
44,0.0,0.0,0.22202168398768982,0.24063574078683186,0.19686748514667007,0.1670888812365981,0.5421798726489738,0.5869006274964677,0.2526575028643003,0.2836376137671763
45,0.0,0.0,0.2178797140145021,0.23873616678337164,0.20276121160843227,0.16840324443417706,0.5499775494550747,0.5928499451657888,0.25228095704637127,0.2837490288696996
46,0.0,0.0,0.21138227323764153,0.23689267658298063,0.2070810543263441,0.17267996699154436,0.5578049225414369,0.5979638485151795,0.2494788314580678,0.2817053957863281
47,0.0,0.0,0.20917959591354945,0.2351827479374461,0.2098737374365852,0.17815985853525074,0.5645421760200985,0.6033835452706525,0.24935837288053622,0.2810659333562015
48,0.0,0.0,0.20458585250357636,0.23477870394793932,0.21296189435794233,0.18470818824246749,0.5701814875063655,0.6046959102830404,0.24704026695756315,0.27916523080819045
49,0.0,0.0,0.204250402371881,0.2323889082118165,0.2115562141865845,0.19382171411999471,0.5758269330472872,0.6074888366123453,0.24432008978759537,0.27822241481567445
50,0.0,0.0,0.20205180823602345,0.23247773513666578,0.2103295838981248,0.20141564635948006,0.5814721864138164,0.6095732891450183,0.2413301991862691,0.2771177688920754
51,0.0,0.0,0.20188085022969865,0.23059786035893687,0.2106131008312067,0.2089439277070386,0.5854448992096345,0.6109831642893785,0.2382017892708379,0.2761702191922748
52,0.0,0.0,0.2037565067279904,0.23005722666759917,0.207599682238954,0.21896259977736357,0.5899622042914748,0.6117529498775133,0.2350602937287341,0.27547134180599053
53,0.0,0.0,0.2038299752501693,0.22858737791897593,0.20477662199142213,0.2268024071260519,0.594207597362715,0.6130287362388733,0.2320207874164427,0.273775981289186
54,0.0,0.0,0.2087822157220942,0.22945752362581123,0.20279704787934633,0.2361284775420269,0.5972796228767845,0.6126236859434481,0.22862794822228713,0.2752659434932337
55,0.0,0.0,0.21233520701023134,0.23036750789950067,0.2000133729855274,0.2456096510568884,0.599516636824002,0.6122401815751668,0.22607415776888418,0.27439191864122614
56,0.0,0.0,0.2142697291337204,0.2278972745701963,0.1964312927496133,0.25169788936467385,0.6011720046897909,0.6102475381466643,0.22275164186724955,0.27503752765225553
57,0.0,0.0,0.21879578101835134,0.2286237874122632,0.19317046461443146,0.26029594579239557,0.6022431529168712,0.6089041672249613,0.22313904276691926,0.2766472906877576
58,0.0,0.0,0.22343600243297876,0.22801645356711814,0.19024212877619295,0.2639802982947386,0.601616866758765,0.6071353024245214,0.21946723284439693,0.2786706836405845
59,0.0,0.0,0.22902521599247622,0.2271111184076748,0.18654906108241523,0.2708907316407126,0.6026248515272145,0.6033107295521931,0.21949796539446537,0.2788949858923981
60,0.0,0.0,0.23304692112564881,0.22696285648880257,0.18266342024450163,0.2719534771991023,0.6019326342437865,0.6002447427091485,0.21874880129618932,0.2812224895763994
