landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z
-0.4749685499094747,-0.032533606228319537,0.2602916670762378,-0.49842677854284106,-0.05330634609413369,0.2121062400317795,-0.5009545637877908,-0.05614717900273642,0.2116473416787275,-0.5031085082599207,-0.057656077259686314,0.21188689392918822,-0.4939926327255084,-0.05871801407851918,0.25360871313047906,-0.4929534062691435,-0.06563735142698816,0.25284248428657013,-0.4918555915302672,-0.07207614519275185,0.2527092216180308,-0.4958713745066002,-0.08638741140724694,0.07365972428072949,-0.4823920840734906,-0.10466563563321382,0.2512527336975244,-0.45679958116429026,-0.037562361974101156,0.22613998202355295,-0.44923286999358736,-0.04269626703786308,0.2756358167928781,-0.4283887085478019,-0.07439018738816312,-0.073388873209744,-0.3050676655086764,-0.11401419946585975,0.358808137211624,-0.3714359008649243,0.19594701935426523,-0.07535876180950385,-0.19857235730763,0.060479480814416516,0.405638496802486,-0.3421333274243044,0.4105636168717766,-0.08998347058703701,-0.13492250489869542,0.2510643546724059,0.4920576672621364,-0.32198951684510013,0.45984941694626424,-0.10769982879766328,-0.13030023318284892,0.2844291582900658,0.512803624497738,-0.32067692328592157,0.4683749413262394,-0.0811286806740464,-0.12696346574882275,0.2951506624304783,0.4592115733309521,-0.3143685385602181,0.4556754875952858,-0.07043367867476952,-0.1286895687508632,0.2843640776986678,0.4706511367418741,-0.05228715145741917,0.007410428013715586,-0.10189334776475001,0.05228715145741917,-0.007410428013715586,0.10189334776475001,-0.2802837074669935,0.20996496585540092,0.19503627911202745,-0.1684764982092924,0.1793570706790678,0.5058366802560809,-0.15382883682241355,0.4615291109442526,0.4136647689131312,-0.08252813674507443,0.3934270875885378,0.5901893797095594,-0.10881426133445618,0.5086073502562952,0.4409827151838438,-0.02791224657062924,0.43162281658923735,0.5994635538315205,-0.28387140942736605,0.5222650132754016,0.47226769440780525,-0.12493784023150828,0.46023719976960076,0.5768453501794338
-0.47839372435692573,-0.03761983110532426,0.26254269274944664,-0.5019012522963194,-0.05869967434824044,0.21441066304569686,-0.5043465305868445,-0.0616813337749827,0.21394416002918273,-0.5064239776027584,-0.06335568107525831,0.2141969380909173,-0.49733266930974834,-0.06359330163779155,0.2553906548126947,-0.4961577277328579,-0.0702326779550054,0.254605247848785,-0.49494164943629704,-0.07639101351238187,0.2544545305651542,-0.4986142387642684,-0.0917681723639996,0.07668854054538107,-0.485168139298631,-0.10849292687836717,0.25203268639144355,-0.4599963055452141,-0.042604939433007936,0.2288099963236311,-0.4521489029632538,-0.04741995744708304,0.27762827055775385,-0.43042847620364205,-0.07911611242094417,-0.06969621901280773,-0.3065215701350875,-0.11808496356316454,0.35809736979369594,-0.37402581558082093,0.18673369493977604,-0.08171278163621414,-0.1975470809071545,0.05167650504153635,0.4027853019714763,-0.34566020112392626,0.40026092831144705,-0.07316732677937761,-0.13568344776535998,0.24158784542810116,0.4850740952534327,-0.32622709062202526,0.449389766627383,-0.10673282301062999,-0.13104589424819268,0.2750537260527335,0.504437752369665,-0.32494281754860116,0.4576685954530163,-0.07832121696815139,-0.12796093933677316,0.2858089082433566,0.45095932598283095,-0.3184830717910733,0.445023992186932,-0.05533270849945903,-0.12947550936976138,0.27555775281202904,0.46350216084620205,-0.052515237402265706,0.0074618551991755015,-0.10103897745196994,0.052515237402265706,-0.0074618551991755015,0.10103897745196994,-0.2823840337834409,0.2109775534789215,0.1938892253507001,-0.16966292686511436,0.18153048680803907,0.5015260564791942,-0.15877827371610073,0.465352043901655,0.40080109128578323,-0.08629627105950219,0.3961760382615257,0.5830960089529077,-0.11419795960422795,0.5124630788938491,0.4264933484947461,-0.033457712142761116,0.4360128352633122,0.5918953677177625,-0.28915981078118713,0.5244969722689918,0.4511927922092662,-0.13227032881255155,0.4628514634553507,0.5664641188485465
-0.48175625388296217,-0.042583443223089254,0.2644337184960049,-0.5052832234942243,-0.06395033347944734,0.21632941484754342,-0.507644818771166,-0.06706801561596427,0.21585577148967133,-0.5096446947489115,-0.06890444734126616,0.21612123047683798,-0.5005929642209498,-0.06835249477315643,0.256868309195591,-0.4992883213946599,-0.07472821597436151,0.2560647091407629,-0.4979588290029844,-0.0806234567141058,0.25589766226274396,-0.5012657054864718,-0.09704384914416885,0.07926337092270155,-0.487861669587818,-0.11227394561413265,0.2527222115565553,-0.46311978126443926,-0.047527487242591884,0.2310956841269703,-0.45502986724794436,-0.05203505557828597,0.27933975320689836,-0.4323634808370366,-0.08378559998149551,-0.06651046850780297,-0.30789183446949864,-0.12216846339919545,0.35739530344465564,-0.37640022629323944,0.17758403361864317,-0.08870155453502925,-0.19635169920684817,0.0430063789720291,0.40004451956677584,-0.3490137883370196,0.3899696278030266,-0.057429286530651845,-0.13606889408616804,0.23203982495553405,0.47850206481340063,-0.33023503892805706,0.4389127568000966,-0.1030154514809623,-0.13136745182922036,0.2655598961510957,0.49655369513833614,-0.32900467229663094,0.4469449840668027,-0.07332738937948871,-0.12857302282273364,0.2763714293050504,0.4432449513036258,-0.32242421945528515,0.4343536123997601,-0.04093301955721026,-0.12991143488891352,0.26662471963247075,0.45680038609371215,-0.05271954403827357,0.007529426955360482,-0.10041204980223531,0.05271954403827357,-0.007529426955360482,0.10041204980223531,-0.2842227973071329,0.21203155197785395,0.19301977095291728,-0.1706736536644822,0.18373103303460686,0.49749879417485116,-0.16334125090270474,0.46904463678975405,0.3888858696108407,-0.08969829469495398,0.39900626581003706,0.5762821252659417,-0.11918695457895871,0.5162211146054891,0.4130303886453947,-0.038499186690789264,0.4404071738677549,0.5846018487589557,-0.29399439229763463,0.526664093388695,0.4314550964905451,-0.13907273576496917,0.4656252167437789,0.5564940271464066
-0.4850536604493911,-0.04742057810711269,0.2659825890135414,-0.5085717493267101,-0.06905510446488657,0.21788184835941893,-0.5108487459453104,-0.07230405203230013,0.21740151453332301,-0.5127702194114316,-0.07429912168084696,0.21767911772758625,-0.5037720207471496,-0.07299174557946583,0.25805756306995997,-0.5023435810202772,-0.07911968814001709,0.25723673272106856,-0.5009054576848447,-0.08476869693731452,0.25705444955591267,-0.5038262169610611,-0.10220932443399468,0.08140671599536216,-0.4904723708253324,-0.11600283887082057,0.2533283397210207,-0.4661685747012628,-0.05232617233630887,0.23301569191770133,-0.45787279329238,-0.05653755417745083,0.2807845226440513,-0.434196389253214,-0.088392218158743,-0.0638084867891997,-0.3091804848335605,-0.12625531012607205,0.3567063665470265,-0.378566853473442,0.1685124993632223,-0.09627757808836455,-0.19499696027476215,0.0344777090223875,0.39741893213800444,-0.35219735999995294,0.3797092701640827,-0.043067061776946386,-0.13609744930585782,0.22244080871886038,0.47233557190802067,-0.3340188133571214,0.42843979423302475,-0.0972383146547735,-0.13128609998573879,0.25597067491339703,0.4891442495215455,-0.33286652255781635,0.4362259059833128,-0.06677458360007733,-0.12881837678052158,0.26686015696999277,0.4360579840163345,-0.3261945039690652,0.42368620872197776,-0.02756961136974473,-0.13001449144826668,0.2575873828746412,0.45053814824526156,-0.05290095251483755,0.007612222287021289,-0.10000191952126057,0.05290095251483755,-0.007612222287021289,0.10000191952126057,-0.28581006303344475,0.21312339611756492,0.19241383975593127,-0.17151519679731114,0.18595418686978557,0.4937466230313116,-0.16752998730290328,0.47260800814919773,0.3778866114646541,-0.09274699821589172,0.4019096907116646,0.5697434609849851,-0.1237931370041787,0.5198807996500326,0.40055971119297284,-0.043053463694467206,0.4447986378814409,0.5775797329588354,-0.29839127648505004,0.528766947286423,0.41301459667563994,-0.14536031758137252,0.46854716387755524,0.5469292003552093
-0.4882834660180194,-0.052127371282892736,0.2672071489996847,-0.5117658869839317,-0.07401076828169033,0.21908731650342328,-0.5139576297138339,-0.07738627053060931,0.21860072763326785,-0.5158001113033702,-0.07953644971713786,0.21888994648379848,-0.5068683421763845,-0.07750720615157182,0.2589743032265936,-0.5053219003754374,-0.08340281710693274,0.2581371831482666,-0.5037798629363934,-0.088821956321399,0.2579407252897731,-0.5062962154758878,-0.10725948091971699,0.08314107634603425,-0.4929999388954555,-0.11967375367874131,0.25385810141300114,-0.46914125223498165,-0.056997161647614765,0.23458866617995516,-0.46067471154128226,-0.060923445990556574,0.2819768367729527,-0.4359298682574033,-0.09292953504161255,-0.06156713895146792,-0.3103895475489237,-0.1303361148959139,0.3560349874833321,-0.3805334175926913,0.15953355614586917,-0.10439334987863556,-0.19349361217894773,0.02609910160910428,0.39491132223478237,-0.3552141870490947,0.36949941021218335,-0.030378364454347925,-0.1357877188691676,0.21281131218223612,0.4665686125032737,-0.3375838655031445,0.41799228569478714,-0.09009201297817701,-0.130823032777555,0.24630906866788216,0.4822022122370876,-0.33653240335996293,0.4255331600182609,-0.05929018532193619,-0.12871566178395463,0.2572970225926167,0.42938795884395503,-0.32979644774862543,0.41304364164179225,-0.015577483458783974,-0.12980182518776803,0.24846814725318872,0.44470778306170816,-0.05306034398135245,0.007709320198908682,-0.09979794131476014,0.05306034398135245,-0.007709320198908682,0.09979794131476014,-0.2871558959577518,0.21424952066342104,0.19205735559699436,-0.17219407445351664,0.18819542582458984,0.49026127273683595,-0.17135670183737384,0.4760432765206344,0.36777082442357417,-0.09545517218677735,0.40487823344400126,0.5634757484463627,-0.12802839762541812,0.5234414762862961,0.38904719169466423,-0.04713733663354849,0.4491800327832458,0.5708257563211379,-0.302366585851775,0.5308061046140885,0.3958312821885491,-0.15114833075437317,0.47160600909934974,0.5377637637571504
-0.491443192550654,-0.05669995827592757,0.2681252431520634,-0.5148646936560439,-0.0788141059069908,0.2199651722016563,-0.5169707876812918,-0.08231149861751086,0.21947274926263563,-0.5187339301377787,-0.08461317707327597,0.21977306338611066,-0.5098804317966917,-0.08189502858432636,0.2596344164562837,-0.5082216732258681,-0.0875733255300691,0.25878192498092156,-0.5065803722121461,-0.09277845700575013,0.25857232230943794,-0.5086761433188025,-0.11218920128757573,0.08448895255738911,-0.49544406968246824,-0.12328083706820522,0.2543185271606577,-0.4720363802448931,-0.061536622109965446,0.23583325339786268,-0.46343265243937226,-0.06518872376358222,0.2829309534973424,-0.43756658465483284,-0.09739111871903,-0.05976329008907759,-0.3115210489372388,-0.13440148886084058,0.35538559463609587,-0.3823076391222499,0.1506616679389396,-0.11300136748825768,-0.19185240298745604,0.017879163148672154,0.3925244724067293,-0.35806754042081335,0.359359602764896,-0.019660906498943167,-0.13515830822083555,0.20317185080981703,0.46119518256514,-0.3409356469600522,0.40759163795400366,-0.08226714689728612,-0.12999944426447593,0.23659808374279573,0.47572038000275646,-0.340006349730876,0.4148885449873612,-0.05150158023708431,-0.12828353840685044,0.24770395752735566,0.4232244105094852,-0.3332325732101776,0.40244777164741136,-0.005291635346049536,-0.12929058224736464,0.2392894174827613,0.43930162630390907,-0.05319859958721307,0.007819799695773422,-0.09978946988844838,0.05319859958721307,-0.007819799695773422,0.09978946988844838,-0.2882703610754293,0.21540636038078886,0.19193624231335885,-0.17271680482301402,0.19045022741003412,0.48703447297968416,-0.17483361342679402,0.47935156044471244,0.35850601606395155,-0.09783560717207274,0.4079038144846394,0.5574747199863985,-0.13190462718820717,0.5269024867730967,0.37845870570765217,-0.050767598987786634,0.453544164052045,0.5643366548495986,-0.305936442906151,0.5327821360236038,0.3798651424532707,-0.15645203177658246,0.4747904566518325,0.5289918426344253
-0.49453036200910205,-0.06113447461171538,0.2687547161683063,-0.5178672265332018,-0.08346189831792017,0.22053476837621783,-0.5198875374522399,-0.0870765637996238,0.22003691789455623,-0.5215712356277088,-0.08952604937239846,0.2203478150751591,-0.5128067928961081,-0.08615136497258152,0.26005378954982256,-0.5110412933372969,-0.09162693606438671,0.25918682277759825,-0.5093053129666183,-0.0966334211297589,0.25896507346001985,-0.5109664427776565,-0.11699336822381087,0.08547284521209804,-0.4978044590706516,-0.12681823606952264,0.25471664749215167,-0.47485252511029397,-0.0659407206568168,0.23676810005555485,-0.46614364643137135,-0.06932938024250668,0.28366113072096016,-0.4391092052507315,-0.10177053727992125,-0.058373805296498715,-0.31257701532015647,-0.13844204317297173,0.35476261638784123,-0.38389723853338015,0.1419112987147892,-0.12205412849964636,-0.1900840807683384,0.009826500057583811,0.39026116520346527,-0.3607606910514775,0.34930940263978844,-0.01121239984681877,-0.13422782280559992,0.19354294006575898,0.4562092780596005,-0.3440796093217707,0.3972592577792941,-0.07445431685821416,-0.12883652850630856,0.22686072646638233,0.4696915495363464,-0.34329239669836115,0.40431385970632794,-0.04403615403754064,-0.1275406672230265,0.23810289312864238,0.417556873735923,-0.33650540276993346,0.3919204592270423,0.002952933446737074,-0.12849790876700354,0.23007359827800736,0.43431201373272194,-0.05331660048181422,0.00794273978236627,-0.09996585994803976,0.05331660048181422,-0.00794273978236627,0.09996585994803976,-0.2891635233818526,0.21659035003503502,0.19203642374227697,-0.1730899060957186,0.19271406913713296,0.4840579534481167,-0.1779729409918414,0.48253397846208,0.3500596939621368,-0.09990109373623983,0.41097835431117213,0.5517361079414169,-0.13543371643807614,0.5302631733692512,0.36876012878911996,-0.0539610442369352,0.45788383716671405,0.5581091645479538,-0.30911697015651957,0.5346956121668812,0.36507616689380284,-0.1612866771406118,0.4780892107776738,0.5206075622692296
-0.49754249635517006,-0.06542705581575431,0.26911341274604195,-0.5207725428055596,-0.0879509264916106,0.22081545794920754,-0.5227071966312337,-0.09167829358356709,0.22031257200215948,-0.5243115874862116,-0.09427181223764237,0.2206335481915798,-0.5156459287626703,-0.09027236741118928,0.26024830929800175,-0.5137791544754512,-0.09555937136484616,0.25936774109686106,-0.511953012654325,-0.10038207083281615,0.25913481158663154,-0.5131675561403006,-0.1216668644146623,0.08611525489283231,-0.5000808029442864,-0.13028009771300386,0.25505949293564406,-0.4775882532104811,-0.07020562422162469,0.2374118526371624,-0.46880472396200035,-0.07334140817330896,0.28418162634754585,-0.4405603968503276,-0.10606135881321212,-0.05737554966820124,-0.31355947301932696,-0.14244838898442688,0.35417048112109145,-0.38530993629734445,0.13329691244577366,-0.13150413049521703,-0.1881993935896459,0.001949718752331996,0.3881241831746101,-0.3632969098774553,0.3393683646544282,-0.005330556434061448,-0.13301486806819882,0.18394509541421772,0.4516048949526354,-0.3470212041822256,0.38701655193927803,-0.06734412330707445,-0.12735547956285972,0.21712000316688648,0.46410851755565163,-0.34639457929022366,0.39383090299087514,-0.03752129241532416,-0.12650570880630035,0.22851576075090999,0.412374883246266,-0.3396174588441046,0.38148356486889234,0.008821223397854312,-0.12744095088663185,0.220843094353575,0.42973128110900405,-0.05341522781455067,0.008077219463437984,-0.10031646619924862,0.05341522781455067,-0.008077219463437984,0.10031646619924862,-0.2898454478723967,0.21779792439152598,0.192343823721001,-0.17331989646154555,0.19498242851690073,0.4813234438303933,-0.18078690345319356,0.48559164911338526,0.3423993656944806,-0.10166442244374051,0.41409377340119186,0.5462556446477417,-0.13862755612055508,0.5335228783335763,0.359917336496251,-0.05673446586074769,0.4621918576061283,0.5521400214199389,-0.31192429011122225,0.536547103695833,0.35142434493414365,-0.1656675233390726,0.48149097571954325,0.5126050479437584
-0.5004771175506656,-0.06957383741354256,0.2692191775828993,-0.5235796996632729,-0.09227797140519435,0.22082659384272546,-0.525429082822829,-0.09611351547595985,0.22031905005857544,-0.526954545426339,-0.09884721129214492,0.22064960937600908,-0.5183963426844156,-0.09425418799500171,0.2602338624916137,-0.5164336504060587,-0.09936635408640808,0.259340544497275,-0.5145217987297823,-0.10401962825431287,0.2590973695343858,-0.5152799256945862,-0.12620457254637002,0.08643868218226326,-0.502272797187654,-0.13366056902895931,0.2553540940192963,-0.48024213092475204,-0.074327499737845,0.23778315762681648,-0.47141291547598113,-0.07722080030196803,0.2845066982808394,-0.4419228262588502,-0.11025715140782855,-0.056745388298655206,-0.3144704483564014,-0.14641113744732565,0.35361361721837026,-0.38655345288540566,0.12483297310424889,-0.1413038710573852,-0.1862090895194299,-0.00574257435059055,0.38611630886978393,-0.3656794678351154,0.3295560436263834,-0.0023130881967578683,-0.13153804945337058,0.1743988323193493,0.4473760292102258,-0.3497658831353434,0.37688492720257555,-0.06162716668998036,-0.12557749149393652,0.20739892017255301,0.4589640807784666,-0.34931693253426915,0.38346147365671746,-0.03258438106245383,-0.12519732373048972,0.21896449174859187,0.4076679737635124,-0.34257126384890324,0.3711589490611695,0.01197823498558066,-0.12613685474619668,0.21162031042411264,0.4255517641936132,-0.05349536273481727,0.008222317743739327,-0.10083064334778943,0.05349536273481727,-0.008222317743739327,0.10083064334778943,-0.29032619954243727,0.21902551821562855,0.19284436608678332,-0.1734132941104105,0.19725078306035213,0.4788226738147748,-0.18328771973152816,0.4885256909392768,0.33549253883733354,-0.10313838385903669,0.4172419922322915,0.5410290624416977,-0.14149803698117439,0.5366809439248892,0.3518962043862291,-0.05910465733897767,0.46646103084916346,0.5464259614692902,-0.3143745252786007,0.5383371812623718,0.33886966599829166,-0.16960982686457632,0.4849844557201114,0.5049784249402078
-0.5033317475573952,-0.07357095493057829,0.26908985537650676,-0.5262877542964959,-0.09643981403580354,0.22058752897887132,-0.5280525136315815,-0.10037905698342106,0.22007569053693382,-0.5294996691611421,-0.10324899215904323,0.22041534526908307,-0.521056537949381,-0.0980929788188708,0.26002633592145,-0.5190031748948472,-0.10304360688403309,0.2591210975374045,-0.5170099986475052,-0.10754131553363998,0.2588685801483953,-0.5173039937283641,-0.13060137530517393,0.08646562766306218,-0.5043801376850354,-0.1369537970476993,0.2556074812712695,-0.48281272463240343,-0.0783025141389336,0.23790066150864786,-0.4739652514180345,-0.08096354937446286,0.2846506044245806,-0.4431991602815277,-0.11435148315269637,-0.05646018628233056,-0.3153119676530302,-0.15032089971378756,0.3530964530622009,-0.38763550876882613,0.11653394466257044,-0.15140584776856625,-0.18412391662574157,-0.013241772834691159,0.3842403248386067,-0.36791163586082637,0.3198919943732214,-0.0024577070709947205,-0.12981597240585338,0.16492466624530938,0.443516676798352,-0.35231909777504994,0.3668857903378062,-0.0579940474530452,-0.12352375835934586,0.19772048381162644,0.45425103592258553,-0.35206349145830307,0.3732273705195688,-0.029852805670948654,-0.12363417256941209,0.2094710174761208,0.40342568001065987,-0.3453693402005409,0.3609684722920808,0.01208896868819459,-0.12460276648564518,0.2024276512042684,0.42176579874740666,-0.053557886392008786,0.008377113628021057,-0.10149774609937659,0.053557886392008786,-0.008377113628021057,0.10149774609937659,-0.2906158433873493,0.22026956627270922,0.19352397467687618,-0.17337661723222866,0.1995146102785015,0.47654737308952083,-0.18548760874752276,0.4913372224804027,0.3293067209670464,-0.10433576854659027,0.4204149312820639,0.5360520936596089,-0.14405704976546427,0.5397367124020068,0.34466260801623727,-0.06108841215137867,0.4706841623746949,0.5409637206997434,-0.3164837981669964,0.54006641551841,0.3273721195102447,-0.17312884420973446,0.4885583550220482,0.49772181854077285
